total_number_account,Amount_Allocated,Amount_Collected,Account_number,Cusstomer Name ,No_unique_visit,Bucket,Agency Name,Regions,Zone,Sector,product_type
2102,131383,14238,F53702027707445P,Ymekfx Rgqyub,14,SMA 2,Agency 2,Uttar Pradesh,North + Northeast India,Energy,Consumer Durable Loan
1410,39185,39184,H58194543177213H,Gtsbxu Zxlgby,16,SMA 1,Agency 6,Uttarakhand,North + Central India,Automotive,Mortgage Loan
2495,123306,123305,C95635398052641E,Edouji Fyebbs,17,SMA 1,Agency 6,Andhra Pradesh,North + Union Territories,Energy,Gold Loan
690,135478,135477,F16135204526560O,Bxfwlw Ctoujh,11,SMA 1,Agency 2,Karnataka,South + East India,Food and Beverage,Consumer Durable Loan
2411,232484,37575,E53971056274655I,Neolpp Xzkglh,11,SMA 0,Agency 7,Kerala,South + West India,Food and Beverage,Consumer Durable Loan
1373,172351,8055,Z20509743091156A,Rhlqub Ufclgp,11,SMA 0,Agency 6,Tamil Nadu,South + Northeast India,Pharmaceuticals,Personal Loan
929,93977,93976,I30100937405549M,Cztlpo Hhejol,14,SMA 1,Agency 2,Telangana,South + Central India,Telecommunications,Consumer Durable Loan
1490,145605,145604,N90394747833517Y,Wqcynx Llsbmm,11,SMA 0,Agency 6,Bihar,South + Union Territories,Finance,Mortgage Loan
2096,32220,32219,I65063034000405F,Uljqzi Ffkkel,18,SMA 1,Agency 2,Jharkhand,East + West India,Manufacturing,Personal Loan
821,120414,68463,Z87012777947125D,Bsoysx Eeiuum,13,SMA 1,Agency 3,Odisha,East + Northeast India,Manufacturing,Gold Loan
533,29809,29808,R42077704062699K,Jxqsuv Feggnz,19,SMA 0,Agency 4,West Bengal,East + Central India,Healthcare,Overdraft Facility
1312,91953,12181,P36837875291044D,Fqpapi Pkrjtw,10,SMA 2,Agency 6,Sikkim,East + Union Territories,Automotive,Car Loan
308,46819,46818,T44286546486807K,Daatfp Rbdggh,15,SMA 2,Agency 5,Andaman and Nicobar Islands,West + Northeast India,Energy,Mortgage Loan
513,76103,76102,X31522146401356R,Eyhwgw Trteow,13,SMA 0,Agency 6,Goa,West + Central India,Healthcare,Car Loan
478,151768,151767,E25208620325351H,Bctrbt Bguylj,19,SMA 1,Agency 1,Gujarat,West + Union Territories,Healthcare,Loan Against Property
244,144316,143457,X19511344119154R,Ahdyrw Dqriin,17,SMA 1,Agency 8,Maharashtra,Northeast + Central India,Automotive,Mortgage Loan
163,81616,81615,F33296487799853E,Nkzdqr Iaymmu,19,SMA 2,Agency 4,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Manufacturing,Mortgage Loan
590,133584,129304,Y30251624386065K,Yxvcvl Jejmwc,11,SMA 0,Agency 4,Arunachal Pradesh,Central + Union Territories,Pharmaceuticals,Mortgage Loan
1302,138615,138614,G14842510455747X,Avwbdn Utyxjg,18,SMA 0,Agency 1,Assam,North + East India,Pharmaceuticals,Personal Loan
1499,74764,74763,W24647863919244V,Yrpafg Qheega,17,SMA 1,Agency 6,Manipur,North + West India,Food and Beverage,Car Loan
472,65280,65279,X44540188882273W,Wckvqb Owskdw,18,SMA 0,Agency 6,Meghalaya,North + Northeast India,Food and Beverage,Personal Loan
1274,69707,69706,A81915794688829C,Cmvesx Krxeqc,11,SMA 2,Agency 3,Mizoram,North + Central India,Healthcare,Mortgage Loan
182,181236,151906,Q67876674633503D,Ykkamh Eadawq,11,SMA 2,Agency 5,Nagaland,North + Union Territories,Finance,Personal Loan
2448,177920,105628,H67337938964765F,Qqspjq Qdptxl,18,SMA 1,Agency 1,Tripura,South + East India,Technology,Loan Against Property
519,222261,119970,Z88618617948658Q,Pokhve Lmnyct,17,SMA 1,Agency 5,and the hill states of Himachal Pradesh,South + West India,Energy,Mortgage Loan
701,3838,3837,L53298921338310E,Ocboqv Hulwmc,14,SMA 0,Agency 6,Tripura,South + Northeast India,Telecommunications,Loan Against Property
1146,81989,81988,D34465262240267C,Ckntgk Cbozvg,19,SMA 0,Agency 4,and Sikkim,South + Central India,Food and Beverage,Consumer Durable Loan
2150,211295,132407,H11057352853071O,Cypbcu Nnjksc,12,SMA 1,Agency 3,Chhattisgarh,South + Union Territories,Food and Beverage,Loan Against Property
419,2936,2935,R24483669529891T,Fortjw Oruveu,19,SMA 1,Agency 7,Madhya Pradesh,East + West India,Finance,Consumer Durable Loan
1403,148171,12266,N16048139131079N,Rzpriw Emxsmp,12,SMA 0,Agency 5,Andaman and Nicobar Islands,East + Northeast India,Automotive,Home Loan
2140,57085,57084,E84093878704039T,Gljubx Mfpupc,19,SMA 1,Agency 2,Chandigarh,East + Central India,Manufacturing,Education Loan
484,190235,82544,V38396156024305O,Cxysym Zfsjsv,13,SMA 0,Agency 8,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Healthcare,Overdraft Facility
2368,89432,80028,E88021688930009H,Rbhwzj Nupbqc,16,SMA 0,Agency 3,Lakshadweep,West + Northeast India,Technology,Car Loan
324,129192,16654,D86666375279508H,Qidfwf Bajmkl,10,SMA 0,Agency 3,Puducherry,West + Central India,Pharmaceuticals,Home Loan
350,42478,42477,Z44847630111715P,Ausrpi Utzhbt,13,SMA 0,Agency 4,Delhi,West + Union Territories,Food and Beverage,Home Loan
1101,54351,4886,U98766088395477N,Hbcrti Iyurld,15,SMA 2,Agency 7,Haryana,Northeast + Central India,Energy,Consumer Durable Loan
1717,40662,8480,F60660832907936R,Dfnwhr Dwclbo,19,SMA 0,Agency 3,Himachal Pradesh,Northeast + Union Territories,Healthcare,Personal Loan
808,132982,108804,V19344034105297D,Vworjb Nyyvqa,12,SMA 0,Agency 2,Jammu and Kashmir,Central + Union Territories,Automotive,Personal Loan
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
